kab_kota,provinsi,stunting,melahirkan_tidak_difaskes,kemiskinan,konsumsi_protein_per_kapita,pangan_hewani,rls,lon,lat,Melahirkan Tidak di Faskes,Kemiskinan,Konsumsi Protein,Pangan Hewani,RLS,faktor_dominan
Manggarai,Nusa Tenggara Timur,29.6,0.11,19.01,64.1,30.23,7.91,120.40106410482134,-8.568921802438888,0.1565759743868386,0.2971521650452264,0.1718451548185109,0.2113495362623724,0.1630771694870514,Kemiskinan
Rote Ndao,Nusa Tenggara Timur,22.3,0.14,25.78,44.7,30.02,7.83,123.12439308395392,-10.726023447149991,0.1346233062059507,0.2392880601797456,0.1508325810668722,0.2831124339135887,0.1921436186338424,Pangan Hewani
Manggarai Barat,Nusa Tenggara Timur,24.8,0.11,16.74,56.6,29.59,8.21,119.98852802365236,-8.602776750046244,0.1637316345587643,0.2941938832623212,0.1576694197377014,0.2091419534113972,0.1752631090298156,Kemiskinan
Sumba Tengah,Nusa Tenggara Timur,28.9,0.08,30.84,55.8,34.3,7.23,119.66864970311184,-9.543221204460767,0.1707129359532204,0.2894268819205916,0.1707148861259609,0.2145296729469421,0.1546156230532846,Kemiskinan
Sumba Barat Daya,Nusa Tenggara Timur,30.7,0.24,27.2,51.7,24.59,6.39,119.1773364359001,-9.534178936313268,0.1798347054154069,0.302398088652151,0.1682104463817438,0.1812102672922299,0.1683464922584681,Kemiskinan
Nagekeo,Nusa Tenggara Timur,19.0,0.05,12.3,47.2,24.7,8.23,121.27320072648608,-8.689786231218113,0.1310758983947146,0.2827702305671313,0.1660775307568277,0.2343263998720915,0.1857499404092346,Kemiskinan
Manggarai Timur,Nusa Tenggara Timur,29.6,0.41,24.9,58.3,25.53,7.96,120.6893078861149,-8.572887021119715,0.1541181153239205,0.2821922969078392,0.1752658768912784,0.2100391015266325,0.1783846093503291,Kemiskinan
Sabu Raijua,Nusa Tenggara Timur,24.6,0.26,28.13,57.3,42.82,6.99,121.8444543857644,-10.53570267063168,0.1565133977829825,0.2659557497949172,0.167781088215336,0.2347264909087859,0.1750232732979781,Kemiskinan
Kota Kupang,Nusa Tenggara Timur,21.7,0.05,8.24,56.9,41.43,11.64,123.60454300778702,-10.204513149025786,0.1346318055963529,0.2154788871929163,0.1452174821928033,0.3030302418414254,0.2016415831765017,Pangan Hewani
Sambas,Kalimantan Barat,28.0,0.09,6.53,57.6,43.95,6.76,109.34957767153976,1.4231277590492526,0.1816668653339151,0.1695755331809916,0.1925996937125966,0.2250784843778741,0.2310794233946221,RLS
Bengkayang,Kalimantan Barat,18.0,0.02,6.0,58.0,48.01,7.41,109.57841479597454,1.0119756009054022,0.1746433247370458,0.1694920951150992,0.1944988883664402,0.2178375266455328,0.2435281651358817,RLS
Landak,Kalimantan Barat,23.3,0.09,8.98,61.1,46.84,7.46,109.7640807029976,0.5076946391095242,0.1840190849328657,0.1563879045770623,0.2036117165445818,0.2224370261328899,0.2335442678125999,RLS
Mempawah,Kalimantan Barat,20.6,0.23,4.83,57.0,51.08,7.21,109.15419030148044,0.3517815842087103,0.1869418669587608,0.1679698064656087,0.1886260204185349,0.2229714326654342,0.2334908734916611,RLS
Sanggau,Kalimantan Barat,13.9,0.24,4.67,54.3,46.84,7.47,110.43072787563143,0.268700632812297,0.2109524995185771,0.1639454703849222,0.2103967404583651,0.2267353797063663,0.1879699099317689,Pangan Hewani
Ketapang,Kalimantan Barat,12.3,0.44,8.5,59.2,57.11,7.68,110.6054388434309,-1.6333212275058793,0.1953685647570252,0.1894443813803475,0.2138682988546,0.210866969808412,0.1904517851996149,Konsumsi Protein
Sintang,Kalimantan Barat,21.7,0.25,8.03,57.5,45.24,7.65,112.05437912328904,0.0926128851250609,0.2226226498319369,0.2062774705099585,0.1851626084344676,0.1911323037390015,0.1948049674846353,Melahirkan Tidak di Faskes
Sekadau,Kalimantan Barat,11.0,0.58,5.66,65.1,57.3,7.23,110.94892672562408,-0.0171356922163855,0.2019196296067774,0.1938214107842146,0.1964824138525469,0.211925060326815,0.1958514854296458,Pangan Hewani
Kayong Utara,Kalimantan Barat,18.3,0.26,8.84,61.9,54.61,6.54,109.87534827569267,-1.1044491289830995,0.1898392250286727,0.1572369232182707,0.2075268814173994,0.2268191733930321,0.2185777969426248,Pangan Hewani
Kubu Raya,Kalimantan Barat,21.7,0.31,4.08,54.6,47.88,7.05,109.5403751083314,-0.3918409675512826,0.1959069841042013,0.1582539810931839,0.1989955775415678,0.2268073681259474,0.2200360891350991,Pangan Hewani
Kota Pontianak,Kalimantan Barat,18.0,0.01,4.2,64.9,62.98,10.47,109.33169746970488,-0.0257806511012066,0.1797541748766707,0.1449952755337319,0.1968756763566168,0.2427407164524028,0.2356341567805774,Pangan Hewani
Kota Singkawang,Kalimantan Barat,18.3,0.0,4.53,60.8,60.14,8.22,109.03227801648502,0.8866522792914528,0.1777608564442682,0.1440438518365269,0.1959415572213721,0.234966549585834,0.2472871849119986,RLS
Kotawaringin Barat,Kalimantan Tengah,14.3,0.11,4.11,66.9,59.36,8.77,111.77417166167388,-2.5723517098540154,0.2121384220063914,0.2030932419134702,0.1979283959842361,0.1953160359178587,0.1915239041780431,Melahirkan Tidak di Faskes
Barito Selatan,Kalimantan Tengah,24.3,0.34,4.83,61.2,59.89,9.22,114.91105939674488,-1.774429287373685,0.1789748315941451,0.2182568075808676,0.2165686139528621,0.2023942510100529,0.1838054958620719,Kemiskinan
Barito Utara,Kalimantan Tengah,16.0,0.41,5.67,55.8,48.72,8.92,115.13762416969904,-0.9284149784672427,0.192956814356456,0.2174863125183067,0.1985511874506677,0.2047094302244223,0.186296255450147,Kemiskinan
Sukamara,Kalimantan Tengah,14.8,0.2,4.14,64.3,61.77,8.18,111.15956186471274,-2.6044606820746194,0.1980468121714585,0.1859727656674188,0.2117419955987344,0.2247183204634303,0.1795201060989576,Pangan Hewani
Seruyan,Kalimantan Tengah,22.5,0.62,7.08,56.0,53.88,8.01,112.1987625091333,-2.257895635103241,0.185886498568031,0.2271189125109043,0.1924775042165306,0.1993789747176051,0.1951381099869286,Kemiskinan
Pulang Pisau,Kalimantan Tengah,20.5,0.16,4.56,64.9,57.78,8.42,113.96756160036144,-2.6911174672051144,0.1846586299573167,0.2504379435221866,0.1824534016070692,0.1849925782626131,0.1974574466508141,Kemiskinan
Gunung Mas,Kalimantan Tengah,11.6,0.71,5.68,60.1,59.76,9.37,113.55878027956484,-1.025156258258054,0.2081474630235356,0.210295705447402,0.2154502172184251,0.188867568537575,0.177239045773062,Konsumsi Protein
Barito Timur,Kalimantan Tengah,16.4,0.29,6.66,66.8,62.57,9.54,115.1439509456153,-1.9823590863437988,0.1815397767058931,0.211759329709737,0.2213791040202867,0.192316729181192,0.1930050603828907,Konsumsi Protein
Murung Raya,Kalimantan Tengah,11.7,0.58,6.58,54.1,43.73,7.94,114.26233198952082,-0.0317900563710674,0.2128388061444013,0.2139112727149642,0.1891816969151555,0.2072530357966245,0.1768151884288542,Kemiskinan
Kota Palangkaraya,Kalimantan Tengah,14.6,0.07,3.52,62.8,62.53,11.66,113.76748798967397,-2.007516127068567,0.2185638521130468,0.2098103900385668,0.2072351780662592,0.1783820930742864,0.1860084867078404,Melahirkan Tidak di Faskes
Kotabaru,Kalimantan Selatan,18.3,0.39,4.45,68.5,62.48,7.56,116.06318826094736,-2.985020590878455,0.1747025336896381,0.2336796538047186,0.1971484669800225,0.2095956325729527,0.1848737129526678,Kemiskinan
Banjar,Kalimantan Selatan,26.6,0.29,2.36,70.2,58.03,7.95,115.07989355170756,-3.320536645653844,0.1822177819451513,0.2388545998964754,0.1889777151331101,0.1955814506397282,0.1943684523855347,Kemiskinan
Barito Kuala,Kalimantan Selatan,12.3,0.3,4.36,66.0,56.95,7.92,114.63020275403382,-3.091262978095441,0.1955832801580745,0.235768900297434,0.1871129389678932,0.1938620059585898,0.1876728746180081,Kemiskinan
Tapin,Kalimantan Selatan,11.1,0.22,3.33,72.4,64.65,8.15,115.04513716603624,-2.92164456114908,0.1877732156901392,0.2314491360804089,0.1767199713176434,0.1814456866905587,0.2226119902212494,Kemiskinan
Hulu Sungai Selatan,Kalimantan Selatan,20.3,0.11,3.38,74.3,55.6,8.09,115.2055179809139,-2.729230370749692,0.1693284816187131,0.2409900164482971,0.2026670909025685,0.1991512881755178,0.1878631228549031,Kemiskinan
Hulu Sungai Tengah,Kalimantan Selatan,17.2,0.04,5.81,74.0,52.14,8.35,115.47865812807773,-2.609375775434504,0.1888223301718133,0.2241254614303545,0.1937163888921845,0.2084013717061933,0.184934447799454,Kemiskinan
Tanah Bumbu,Kalimantan Selatan,17.2,0.13,3.41,70.2,65.84,8.43,115.64712941120666,-3.439768890145065,0.1636083122840942,0.263538499312188,0.1913333370296904,0.1977625257070749,0.1837573256669522,Kemiskinan
Balangan,Kalimantan Selatan,13.0,0.19,4.87,71.4,53.29,8.13,115.62277091664156,-2.3178473491284985,0.1844587884416433,0.2095062351702082,0.2036942851373745,0.2110290619621667,0.1913116292886071,Pangan Hewani
Kota Banjarmasin,Kalimantan Selatan,19.8,0.02,4.58,70.2,64.13,10.35,114.59179849153216,-3.3291225768694703,0.1835895734079348,0.2565213614481219,0.1704469476754901,0.18029718372737,0.209144933741083,Kemiskinan
Kota Banjarbaru,Kalimantan Selatan,13.5,0.0,3.79,65.8,60.56,11.0,114.79117659289466,-3.4747696271885893,0.1796162661596136,0.2615854769447553,0.1715205555087276,0.1830387451450918,0.2042389562418113,Kemiskinan
Paser,Kalimantan Timur,17.8,0.24,8.63,62.1,61.03,8.92,116.09274475365945,-1.7368359094227837,0.1831134620580816,0.2224483263357202,0.2077495398108668,0.214063000122535,0.1726256716727961,Kemiskinan
Kutai Barat,Kalimantan Timur,21.0,0.12,9.56,64.2,63.9,8.89,115.82422182856172,-0.5026940672017275,0.17923996462852,0.2145697549420288,0.18813525311886,0.22597400810557,0.1920810192050209,Pangan Hewani
Kutai Kartanegara,Kalimantan Timur,11.8,0.09,7.28,65.2,63.2,9.27,116.48009828323627,0.1079968987767572,0.1604491490627324,0.2312206332734342,0.184414595098087,0.2350856040396273,0.1888300185261187,Pangan Hewani
Kutai Timur,Kalimantan Timur,20.6,0.14,8.81,63.7,58.17,9.47,117.129143598058,0.9899332903722106,0.1620723334954564,0.218576363360683,0.1763130076120651,0.2313608069997502,0.211677488532045,Pangan Hewani
Berau,Kalimantan Timur,17.2,0.06,5.08,60.6,58.75,9.57,117.34011959629946,1.9125991882194475,0.1635107205727896,0.2158473418131687,0.1863268976574495,0.2432604930303795,0.1910545469262124,Pangan Hewani
Penajam Paser Utara,Kalimantan Timur,21.9,0.04,6.69,58.8,53.86,8.57,116.59035269899064,-1.1571513245208789,0.1758238655966993,0.213824600126614,0.1884742652871237,0.2429035526755999,0.1789737163139629,Pangan Hewani
Mahakam Ulu,Kalimantan Timur,18.3,0.04,10.75,60.8,59.62,8.5,114.83610621257698,0.7318574371682226,0.1983851920774765,0.2268575492318404,0.1896575319529755,0.2158790080618139,0.1692207186758933,Kemiskinan
Kota Balikpapan,Kalimantan Timur,20.2,0.04,2.23,65.0,60.2,10.99,116.87229089630766,-1.1566676727718643,0.1644566996324274,0.2384789813610301,0.18588935616016,0.2274342563885402,0.183740706457842,Kemiskinan
Kota Samarinda,Kalimantan Timur,15.2,0.01,4.3,66.7,63.73,10.95,117.17706337216404,-0.5002817452773409,0.1667135915434405,0.2249699611225295,0.1890311935888516,0.2308105340328192,0.1884747197123589,Pangan Hewani
Kota Bontang,Kalimantan Timur,16.5,0.0,3.74,61.8,60.43,10.97,117.45806816526482,0.0932649886817671,0.1587711243973315,0.2183158925135288,0.184485352267429,0.2355218495741096,0.2029057812476008,Pangan Hewani
Malinau,Kalimantan Utara,20.8,0.17,6.94,64.3,66.78,9.63,115.73563649387036,2.513630709933956,0.1693455147540864,0.2024773776596354,0.1905422718297736,0.2337430134637584,0.203891822292746,Pangan Hewani
Tana Tidung,Kalimantan Utara,5.9,0.08,4.47,59.0,62.47,9.24,117.15774190760142,3.570498930533085,0.177738864268011,0.2128497830311523,0.1706295269075375,0.2435888786155788,0.1951929471777201,Pangan Hewani
Kota Tarakan,Kalimantan Utara,10.8,0.03,5.56,61.9,66.96,10.37,117.59951086277827,3.3594090140476918,0.1705071803706304,0.2246851915620157,0.1846438160356852,0.2322879886167272,0.1878758234149411,Pangan Hewani
Bolaang Mongondow,Sulawesi Utara,16.4,0.22,7.74,64.4,50.24,8.38,124.03855951112372,0.7075463289629502,0.1930847645195003,0.2201399992115227,0.1846941027921667,0.1793162682562629,0.222764865220547,RLS
Minahasa,Sulawesi Utara,15.3,0.03,6.53,71.9,59.61,10.23,124.858110806675,1.250036945961101,0.2009237771717624,0.1980020556161685,0.1798676192704184,0.1908281770875464,0.2303783708541039,RLS
Kepulauan Sangihe,Sulawesi Utara,16.7,0.12,10.84,54.8,49.6,8.65,125.54097627190136,3.5527187118607086,0.1985055290193043,0.1944372391118515,0.1862454322364936,0.1858999241898226,0.2349118754425277,RLS
Kepulauan Talaud,Sulawesi Utara,9.4,0.2,8.17,53.5,46.97,9.96,126.78108585337324,4.22583368182785,0.2042688330768423,0.1906619797583129,0.1881406468875696,0.1913999281715961,0.2255286121056788,RLS
Minahasa Selatan,Sulawesi Utara,19.3,0.08,8.97,65.7,50.25,9.43,124.5189031249445,1.0849813340984262,0.1929584361023034,0.2073184113728939,0.1782821539669082,0.1830163822370007,0.2384246163208935,RLS
Minahasa Utara,Sulawesi Utara,13.5,0.03,6.95,67.1,61.36,10.35,125.0052953556106,1.548104311142762,0.1858765426296636,0.2010012563879436,0.1877779571951164,0.1880298447129124,0.2373143990743637,RLS
Bolaang Mongondow Utara,Sulawesi Utara,18.6,0.05,7.88,57.6,44.67,8.61,123.476467015239,0.7676423698373775,0.1820004593507998,0.2225164957693192,0.1928709784120751,0.187006390035698,0.2156056764321075,Kemiskinan
Kep. Siau Tagulandang Biaro,Sulawesi Utara,15.2,0.07,8.32,53.7,45.8,9.43,125.3969364297959,2.539181589905236,0.1936358359742903,0.1963581770119466,0.183724868371233,0.1904624113091045,0.2358187073334252,RLS
Bolaang Mongondow Selatan,Sulawesi Utara,14.4,0.15,11.33,57.1,47.84,8.28,123.9282638919072,0.4431081493328258,0.1906293368664954,0.2257553451915414,0.1721344471402406,0.1828095239123265,0.2286713468893957,RLS
Kota Manado,Sulawesi Utara,14.7,0.0,5.43,58.1,51.06,11.46,124.8478995057604,1.52492290941445,0.1920996452020929,0.2033320018668806,0.1811399160059701,0.1912808896257144,0.2321475472993416,RLS
Kota Bitung,Sulawesi Utara,16.7,0.05,6.27,67.9,58.47,9.96,125.15797407240925,1.489812555292067,0.1948803102517011,0.1952444649145047,0.185772063028809,0.1914005323570015,0.2327026294479834,RLS
Kota Tomohon,Sulawesi Utara,8.7,0.0,5.38,70.0,62.73,11.03,124.81504661873244,1.330532783407918,0.1898144993107701,0.2077142130148742,0.1839449316652059,0.1810749685589387,0.2374513874502108,RLS
Kota Kotamobagu,Sulawesi Utara,16.7,0.04,5.12,67.5,43.8,10.35,124.31830769992712,0.7110776569205668,0.1917318154828783,0.2188582633552268,0.1799411043488209,0.1813927155342591,0.2280761012788145,RLS
Banggai Kepulauan,Sulawesi Tengah,22.9,0.29,12.32,57.0,47.84,8.7,123.1432918138028,-1.3718066637241788,0.1939941205401404,0.2237867800748473,0.1942755051143727,0.1922475633290742,0.195696030941565,Kemiskinan
Banggai,Sulawesi Tengah,24.2,0.16,6.56,66.7,57.2,8.81,122.58828798506794,-1.01851056452746,0.1792958935331483,0.2410975339810875,0.1738598912678597,0.1938660204423721,0.211880660775532,Kemiskinan
Morowali,Sulawesi Tengah,19.3,0.04,11.55,64.1,59.15,9.38,121.923739457734,-2.7160621585002187,0.1734855931128303,0.2375018642047885,0.1911333391010797,0.2064242063172178,0.1914549972640834,Kemiskinan
Poso,Sulawesi Tengah,16.9,0.04,14.23,60.3,46.24,9.54,120.53372781305023,-1.6784226211849893,0.1553493480976429,0.2335766194903835,0.1916079460524704,0.2342146460169057,0.1852514403425971,Pangan Hewani
Donggala,Sulawesi Tengah,22.3,0.26,15.3,67.8,55.46,8.0,119.83064284394985,-0.4361077197036661,0.1413600134779318,0.2325824228413039,0.186421567546469,0.2397473966902527,0.1998885994440424,Pangan Hewani
Toli Toli,Sulawesi Tengah,21.7,0.03,12.45,53.3,42.24,8.91,120.73001399433862,0.9273454624914992,0.1549100883650022,0.2285149659832961,0.1856838202543326,0.2171930679417549,0.2136980574556139,Kemiskinan
Buol,Sulawesi Tengah,26.1,0.04,13.08,56.8,45.13,9.2,121.38845301167228,0.9788865371937244,0.1624304387542543,0.2355560187986538,0.1710682775964718,0.2025162259822967,0.2284290388683229,Kemiskinan
Parigi Moutong,Sulawesi Tengah,16.1,0.19,14.2,59.4,45.43,8.05,120.44905766573947,0.0168939044374259,0.1533608067786868,0.2335738362536073,0.1910016260359897,0.2046866004913731,0.2173771304403427,Kemiskinan
Tojo Una Una,Sulawesi Tengah,11.4,0.13,16.36,53.1,43.63,8.56,121.5724378970608,-1.1241526254619327,0.1652974124223337,0.2258254855629635,0.1896948859635441,0.2095327534422687,0.2096494626088897,Kemiskinan
Sigi,Sulawesi Tengah,24.6,0.15,12.06,61.4,35.39,9.04,119.9742260779144,-1.408787323605664,0.1480351530908296,0.2208728298274943,0.1999860204035539,0.2408801861622659,0.1902258105158559,Pangan Hewani
Banggai Laut,Sulawesi Tengah,22.1,0.32,13.78,57.5,49.36,8.65,123.52947076851288,-1.7801369798412243,0.190622361470366,0.2131641670015006,0.1936716470599182,0.1919098355310615,0.2106319889371532,Kemiskinan
Morowali Utara,Sulawesi Tengah,17.6,0.1,11.95,64.9,57.07,9.13,121.396031063402,-1.8270885260260696,0.1523230696936556,0.2616593885642169,0.2014415984670939,0.1977374773000477,0.1868384659749855,Kemiskinan
Kota Palu,Sulawesi Tengah,19.1,0.02,5.94,58.3,44.79,11.75,119.91196590712497,-0.8369333944323363,0.1493763961649755,0.230836387548154,0.1958630319406365,0.2428620141005207,0.1810621702457129,Pangan Hewani
Kepulauan Selayar,Sulawesi Selatan,20.5,0.08,10.79,62.4,51.5,8.49,120.71822285474865,-6.558894570960263,0.1411446463332257,0.2553445301152941,0.1735227845200997,0.224700895720048,0.2052871433113322,Kemiskinan
Bulukumba,Sulawesi Selatan,22.1,0.04,6.71,69.9,58.98,8.52,120.23433037034496,-5.431465153124081,0.1546216471130024,0.2221988196579329,0.2020470763953891,0.2158970021381292,0.205235454695546,Kemiskinan
Bantaeng,Sulawesi Selatan,16.9,0.12,8.26,69.3,52.16,7.26,119.98736529946484,-5.490187624824236,0.1514977773049317,0.2355944254698334,0.1954096115617991,0.2076549162295333,0.2098432694339021,Kemiskinan
Jeneponto,Sulawesi Selatan,27.0,0.0,11.82,58.5,49.9,7.01,119.69888211408797,-5.5670396124325725,0.1503486089412144,0.2476759068353254,0.1950017805803495,0.2276389543377542,0.1793347493053562,Kemiskinan
Gowa,Sulawesi Selatan,13.4,0.03,6.85,66.9,52.51,8.53,119.71872047673116,-5.308929395212921,0.1360947529077359,0.2242198988125232,0.1941378036027995,0.2324214370964401,0.2131261075805009,Pangan Hewani
Pangkajene dan Kepulauan,Sulawesi Selatan,22.7,0.05,12.41,71.6,71.4,8.47,119.47921285387964,-4.93937396624752,0.1441885777494826,0.2239830864514051,0.2126852172137105,0.2358948651743402,0.1832482534110613,Pangan Hewani
Barru,Sulawesi Selatan,22.1,0.02,8.31,61.9,51.02,8.8,119.69485132714702,-4.440070712696204,0.1596582683742881,0.2186133989040563,0.209854372113927,0.2272299996635873,0.1846439609441409,Pangan Hewani
Bone,Sulawesi Selatan,19.8,0.11,9.58,53.8,43.26,7.55,120.13003811441024,-4.695099309252483,0.1523916353565898,0.2313886797554326,0.197541270179983,0.2181934958719539,0.2004849188360403,Kemiskinan
Soppeng,Sulawesi Selatan,23.2,0.01,6.9,62.4,51.19,8.45,119.89338254702992,-4.33706777307684,0.161301945362038,0.2202351366775562,0.2005633063709632,0.2283704053115991,0.1895292062778432,Pangan Hewani
Wajo,Sulawesi Selatan,16.9,0.04,6.47,58.3,50.5,7.46,120.1728253851068,-3.991873696027796,0.1599165125588336,0.2094401648760339,0.2151269333388748,0.2313498385505835,0.1841665506756738,Pangan Hewani
Pinrang,Sulawesi Selatan,18.2,0.0,8.55,62.8,48.5,8.53,119.60267555297422,-3.628303734320656,0.157921559648483,0.2178587577848204,0.2127491224960489,0.2312957318941933,0.180174828176454,Pangan Hewani
Enrekang,Sulawesi Selatan,29.2,0.03,11.25,66.4,46.6,9.11,119.87457452096028,-3.5038854508065285,0.1523970558541079,0.2166472102520295,0.1991911323237425,0.225886869779322,0.2058777317907978,Pangan Hewani
Tana Toraja,Sulawesi Selatan,21.6,0.19,10.79,57.2,35.53,8.77,119.71163255476112,-3.115634650811974,0.1456206394852367,0.2211020700009509,0.2170142524432,0.2396633904843589,0.1765996475862531,Pangan Hewani
Luwu Utara,Sulawesi Selatan,22.3,0.06,11.24,75.1,64.2,8.37,120.16444229241688,-2.395988981768034,0.1430779383648032,0.2588294666240409,0.2018796398622142,0.2148289883820461,0.1813839667668953,Kemiskinan
Luwu Timur,Sulawesi Selatan,17.5,0.08,6.55,62.4,53.65,8.94,121.12836988734271,-2.556091114546992,0.1579127612000552,0.2332741290928356,0.1973386725723514,0.2168029902169507,0.1946714469178068,Kemiskinan
Toraja Utara,Sulawesi Selatan,21.3,0.0,10.73,54.7,39.66,8.54,119.8642664094776,-2.879640830195617,0.1468868368604111,0.2333243794641332,0.2128851918936126,0.2217716279651507,0.1851319638166919,Kemiskinan
Kota Makassar,Sulawesi Selatan,18.8,0.04,4.97,66.4,60.83,11.57,119.46389865512296,-5.135613545581445,0.1407759998440492,0.237002628167835,0.1834229430986792,0.2229274535365752,0.215870975352861,Kemiskinan
Kota Parepare,Sulawesi Selatan,21.2,0.0,5.27,58.3,50.9,10.88,119.66355554583085,-4.031644082026487,0.1534011854239024,0.2189601917418039,0.2132407779878405,0.2300463508492811,0.1843514939971716,Pangan Hewani
Kota Palopo,Sulawesi Selatan,18.5,0.0,7.35,63.6,54.08,11.16,120.14776639296164,-2.979709951241765,0.1416594704420055,0.2320188707549927,0.2091622134562413,0.2240474471495444,0.1931119981972157,Kemiskinan
Buton,Sulawesi Tenggara,22.3,0.35,13.99,62.8,59.44,8.63,122.92293328948158,-5.316535431179526,0.1576254130557931,0.2200864307566603,0.1664337831319997,0.2353063941135193,0.2205479789420273,Pangan Hewani
Muna,Sulawesi Tenggara,18.7,0.38,13.78,50.0,36.82,8.71,122.629580754731,-4.944717992165203,0.1655848928066318,0.2216994825472315,0.1853838838834943,0.2296139063514336,0.1977178344112083,Pangan Hewani
Konawe,Sulawesi Tenggara,19.1,0.21,13.25,59.5,52.93,9.69,121.86339877121392,-3.5310797349862866,0.1683064763148364,0.2116283083552336,0.1954627652425193,0.2256355604325757,0.1989668896548346,Pangan Hewani
Kolaka,Sulawesi Tenggara,21.2,0.07,11.67,66.8,61.92,9.38,121.5220279001758,-4.074648388834102,0.1748063308467229,0.2082778483201521,0.2023195510018064,0.2264469248644991,0.1881493449668192,Pangan Hewani
Bombana,Sulawesi Tenggara,17.7,0.12,10.54,64.2,56.48,8.1,121.8524155648224,-4.801049565224898,0.1688045570267932,0.2173622994136672,0.1951422490766845,0.2172926698789742,0.2013982246038805,Kemiskinan
Wakatobi,Sulawesi Tenggara,20.6,0.16,14.36,68.4,67.62,8.53,123.7854932739627,-5.571416748701636,0.1383292776431113,0.2134662984131783,0.1560873259052346,0.2646269619968728,0.2274901360416027,Pangan Hewani
Buton Utara,Sulawesi Tenggara,25.5,0.16,14.09,59.1,53.77,9.24,123.01237375160817,-4.7038316958112825,0.1610773951389404,0.2239939683353684,0.1787178911059421,0.2256941874701916,0.2105165579495571,Pangan Hewani
Konawe Utara,Sulawesi Tenggara,22.2,0.2,13.17,60.9,54.75,9.61,122.03046910609076,-3.3907487319389387,0.1765161283080685,0.2296107254825219,0.18582384542922,0.2168326859158351,0.1912166148643542,Kemiskinan
Kolaka Timur,Sulawesi Tenggara,16.9,0.19,13.71,62.6,49.86,8.43,121.60868084552844,-3.7956517324093046,0.1664761746476004,0.2136519971236706,0.200733232957739,0.2226648767150895,0.1964737185559002,Pangan Hewani
Konawe Kepulauan,Sulawesi Tenggara,20.6,0.16,15.54,51.0,35.82,9.46,123.0962508934454,-4.114591532038453,0.1885471615720683,0.2039934918687314,0.1887094841222747,0.2158914003383052,0.2028584620986199,Pangan Hewani
Muna Barat,Sulawesi Tenggara,22.4,0.17,13.38,54.7,40.43,8.09,122.49255187254764,-4.816939901763916,0.1771479455225536,0.2236079811001973,0.1833026463685506,0.2179309792215386,0.1980104477871595,Kemiskinan
Buton Tengah,Sulawesi Tenggara,24.2,0.24,14.4,49.5,37.69,7.35,122.3986608903075,-5.317018155747936,0.1580979192650977,0.2313819925974161,0.1779307114368006,0.2285758840870153,0.20401349261367,Kemiskinan
Buton Selatan,Sulawesi Tenggara,28.2,0.37,14.28,63.3,56.63,7.75,122.67155910995092,-5.604731594545522,0.146212099258553,0.2223169279751403,0.163003651560579,0.2734899213640767,0.1949773998416507,Pangan Hewani
Kota Kendari,Sulawesi Tenggara,20.0,0.07,4.23,67.4,58.43,12.55,122.53288161280476,-3.9977109305055127,0.1720023839331305,0.2186143375720522,0.1947341881247644,0.2199967896596265,0.1946523007104261,Pangan Hewani
Kota Bau Bau,Sulawesi Tenggara,21.4,0.06,7.4,52.9,44.4,11.03,122.67579301070064,-5.428775935484784,0.1623696200603782,0.2306546679325176,0.1755962495696637,0.2308086125194223,0.2005708499180179,Pangan Hewani
Boalemo,Gorontalo,6.3,0.02,17.83,59.6,41.08,7.31,122.32708397384349,0.652910212400025,0.1545619854043932,0.2277604214508414,0.1883328165541945,0.2121956151821504,0.2171491614084201,Kemiskinan
Gorontalo,Gorontalo,22.1,0.05,16.43,58.0,45.41,7.95,122.71251438304094,0.6929032196791368,0.1757060619327222,0.2375285788691024,0.1783190669106995,0.1747787477018283,0.2336675445856473,Kemiskinan
Pohuwato,Gorontalo,13.7,0.14,17.11,55.8,44.94,7.78,121.70982909484265,0.6883516825150848,0.1592732712528672,0.2329505052925534,0.1742516587266441,0.1959009237402275,0.2376236409877076,RLS
Bone Bolango,Gorontalo,17.8,0.06,14.8,58.1,44.99,8.52,123.29231204900891,0.5323709642276003,0.1779202654412735,0.2260966687461255,0.1830807560724484,0.1795673769095218,0.2333349328306304,RLS
Gorontalo Utara,Gorontalo,19.2,0.0,16.86,55.1,38.37,7.4,122.66452931887122,0.8855720330224122,0.1801069534918186,0.2300741699663928,0.1776147184750355,0.1917918185612017,0.2204123395055511,Kemiskinan
Kota Gorontalo,Gorontalo,25.6,0.05,5.74,60.4,45.91,10.41,123.05530112395536,0.5384086897232483,0.1832443594680333,0.2136842858060635,0.1889307422317248,0.1976265901293016,0.2165140223648764,RLS
Majene,Sulawesi Barat,24.6,0.08,13.64,59.0,45.29,9.46,118.91846506208236,-3.173210369750993,0.1464885508187989,0.201040362420871,0.2143785470339303,0.2441979183665344,0.193894621359865,Pangan Hewani
Polewali Mandar,Sulawesi Barat,28.1,0.16,15.66,63.2,42.88,7.72,119.14732978962928,-3.310168733807352,0.1475832459524811,0.2322836949229772,0.2090834516517062,0.2279502079136052,0.1830993995592299,Kemiskinan
Mamuju,Sulawesi Barat,29.3,0.12,7.15,60.7,46.56,8.35,119.34455584206448,-2.519738913809197,0.1384895283106192,0.2538536680826376,0.2088574099619624,0.2192426955743092,0.1795566980704713,Kemiskinan
